name,brands,categories,nutriscore,ingredients_text,energy_kcal,fat,sugars
Nutella,"ferrero, nutella","['Petit-déjeuners', ' Produits à tartiner', ' Produits à tartiner sucrés', ' Pâtes à tartiner', ' Pâtes à tartiner aux noisettes', ' Pâtes à tartiner au chocolat', ' Pâtes à tartiner aux noisettes et au cacao']",E,"Sucre, huile de palme, NOISETTES 13%, LAIT écrémé en poudre 8,7%, cacao maigre 7,4%, émulsifiants : lécithines [ SOJA ] vanilline",539,30.9,56.3
